Authors,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Abstract,Publication Stage,Access Type,EID
"Ignacio R.M.C., Gibbs C.R., Kim S., Lee E.-S., Adunyah S.E., Son D.-S.","55307695200;57194423669;57203774057;55874892600;6701347337;56036704600;","Serum amyloid A predisposes inflammatory tumor microenvironment in triple negative breast cancer",2019,"Oncotarget",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059917341&partnerID=40&md5=7795fe514be87fb5359743495582e071","Acute-phase proteins (APPs) are associated with a variety of disorders such as infection, inflammatory diseases, and cancers. The signature profile of APPs in breast cancer (BC) is poorly understood. Here, we identified serum amyloid A (SAA) for proinflammatory predisposition in BC through the signature profiles of APPs, interleukin (IL) and tumor necrosis factor (TNF) superfamily using publicly available datasets of tumor samples and cell lines. Triple-negative breast cancer (TNBC) subtype highly expressed SAA1/2 compared to HER2, luminal A (LA) and luminal B (LB) subtypes. IL1A, IL1B, IL8/CXCL8, IL32 and IL27RA in IL superfamily and CD70, TNFSF9 and TNFRSF21 in TNF superfamily were highly expressed in TNBC compared to other subtypes. SAA is restrictedly regulated by nuclear factor (NF)-κB and IL-1β, an NF-κB activator highly expressed in TNBC, increased the promoter activity of SAA1 in human TNBC MDA-MB231 cells. Interestingly, two κB-sites contained in SAA1 promoter were involved, and the proximal region (-96/-87) was more critical than the distal site (-288/-279) in regulating IL-1β-induced SAA1. Among the SAA receptors, TLR1 and TLR2 were highly expressed in TNBC. Cu-CPT22, TLR1/2 antagonist, abrogated IL-1β-induced SAA1 promoter activity. In addition, SAA1 induced IL8/ CXCL8 promoter activity, which was partially reduced by Cu-CPT22. Notably, SAA1/2, TLR2 and IL8/CXCL8 were associated with a poor overall survival in mesenchymal-like TNBC. Taken together, IL-1-induced SAA via NF-κB-mediated signaling could potentiate an inflammatory burden, leading to cancer progression and high mortality in TNBC patients. © 2019 Impact Journals LLC. All rights reserved.","Final",,2-s2.0-85059917341
"Xie W.-Y., He R.-H., Zhang J., He Y.-J., Wan Z., Zhou C.-F., Tang Y.-J., Li Z., McLeod H.L., Liu J.","57193135774;57031214900;57192275494;34770139900;57199998348;57193362466;56161739100;57190731563;57203044337;55936904400;","β-blockers inhibit the viability of breast cancer cells by regulating the ERK/COX-2 signaling pathway and the drug response is affected by ADRB2 single-nucleotide polymorphisms",2019,"Oncology Reports",,"10.3892/or.2018.6830","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058902553&doi=10.3892%2for.2018.6830&partnerID=40&md5=7171471aa08aef4b87c7e858c2d78978","The β 2 -adrenergic receptor (β 2 -AR, encoded by the ADRB2 gene) is a member of the G-protein-coupled receptor superfamily that can be stimulated by catecholamines. Studies in vivo and in vitro have confirmed that β-blockers (β-AR antagonists) exert antitumor effects on various tumors. Furthermore, ADRB2 single-nucleotide polymorphisms (SNPs) have been identified to alter the expression and conformation of β 2 -AR, which may alter the β-blocker drug response. The aim of the present study was to investigate the effect of β-blockers on triple-negative breast cancer cells and determine whether ADRB2 SNPs affect the response to β-blocker drugs. Propranolol and ICI 118,551 significantly inhibited the viability of MDA-MB-231 cells, arrested cell cycle progression at G 0 /G 1 and S phase and induced cell apoptosis. Western blot analysis indicated that the phosphorylation levels of extracellular-signal-regulated kinase (ERK)1/2 and the expression levels of cyclo-oxygenase 2 (COX-2) were significantly decreased following β-blocker treatment. Four haplotypes, which comprised ADRB2 SNPs rs1042713 and rs1042714, were transfected into 293 cells. After 24 and 48 h of transfection, ADRB2 mRNA expression was significantly decreased in mutant groups compared with the wild-type group. The ADRB2 SNPs exerted no effect on cell viability, but did affect the drug response of ICI 118,551. Furthermore, ADRB2 SNPs also affected the regulatory function of ICI 118,551 on the ERK/COX-2 signaling pathway. Collectively, propranolol and ICI 118,551 inhibited the viability of MDA-MB-231 cells by downregulating the ERK/COX-2 signaling pathway and inducing apoptosis. The results of the present study indicated that SNPs rs1042713 and rs1042714 of ADRB2 affected the response to ICI 118,551, and the underlying molecular mechanism was elucidated. © 2019 Spandidos Publications. All rights reserved.","Final",,2-s2.0-85058902553
"Gunn C.M., Bokhour B.G., Parker V.A., Battaglia T.A., Parker P.A., Fagerlin A., McCaskill-Stevens W., Bandos H., Blakeslee S.B., Holmberg C.","56029609900;7801342740;8129163300;6603033756;7202013611;6603783157;57194754391;22949708500;57194690664;23485497600;","Understanding Decision Making about Breast Cancer Prevention in Action: The Intersection of Perceived Risk, Perceived Control, and Social Context: NRG Oncology/NSABP DMP-1",2019,"Medical Decision Making",,"10.1177/0272989X19827258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062342806&doi=10.1177%2f0272989X19827258&partnerID=40&md5=69fd267fdc6298809154bc5e833155b3","Background. Literature on decision making about breast cancer prevention focuses on individual perceptions and attitudes that predict chemoprevention use, rather than the process by which women decide whether to take risk-reducing medications. This secondary analysis aimed to understand how women’s perceptions of breast cancer risk and locus of control influence their decision making. Methods. Women were accrued as part of the NRG Oncology/National Surgical Adjuvant Breast and Bowel Project Decision-Making Project 1, a study aimed at understanding contributors to chemoprevention uptake. Thirty women participated in qualitative in-depth interviews after being counseled about chemoprevention. Deductive codes grouped women based on dimensions of risk perception and locus of control. We used a constant comparative method to make connections among inductive themes focused on decision making, deductive codes for perceived risk and perceived locus of control, and the influence of explanatory models within and across participants. Results. Participants were predominantly non-Hispanic white (63%), with an average age of 50.9 years. Decision making varied across groups: the high-perceived risk/high-perceived control group used “social evidence” to model the behaviors of others. High-perceived risk/low-perceived control women made decisions based on beliefs about treatment, rooted in the experiences of social contacts. The low-perceived risk/low-perceived control group interpreted signs of risk as part of the normal continuum of bodily changes in comparison to others. Low-perceived risk/high-perceived control women focused on maintaining a current healthy trajectory. Conclusion. “Social evidence” plays an important role in the decision-making process that is distinct from emotional aspects. Attending to patients’ perceptions of risk and control in conjunction with social context is key to caring for patients at high risk in a way that is evidence based and sensitive to patient preferences. © The Author(s) 2019.","Article in Press",,2-s2.0-85062342806
"Henderson J., Adams P., Barber K.","57207261100;57207722234;57207251602;","Factors Determining Anthracycline Use in Hormone Receptor Positive, Early-Stage Breast Cancer",2019,"Clinical Breast Cancer",,"10.1016/j.clbc.2019.01.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062366255&doi=10.1016%2fj.clbc.2019.01.012&partnerID=40&md5=745ac798c000a1f94901ec0d61f23f64","Background: Anthracyclines are associated with significant toxicities whereas nonanthracyclines have proven to be better tolerated. A 21-gene assay allows clinicians to predict who will not benefit from adjuvant chemotherapy and avoid systemic toxicities. Physicians are using the recurrence score to guide chemotherapy selection, despite the lack of evidence. In this study we examined factors associated with prescribing patterns for an anthracycline-based chemotherapy in hormone receptor-positive stage I to III breast cancer. Materials and Methods: This was a retrospective study using the Michigan Breast Oncology Quality Initiative data set (February 1, 2006 to December 31, 2015). Women with histologically confirmed stage I to III invasive breast cancer with estrogen receptor and/or progesterone receptor-positive, HER2/neu-negative receptor status were included. We used χ 2 analysis to determine associations of these characteristics with the 21-gene assay score and anthracycline use. Results: A total of 17,788 patients were evaluated. Most tumors were stage I (60%). Most procedures were lumpectomy with radiation (66%). Anthracyclines were used more often in stage III patients (69%), younger patients (40% for patients younger than 65 years), and those with higher 21-gene recurrence scores. Patients with low recurrence scores were more likely to receive anthracyclines if lymph node-positive (10%) than if lymph node-negative (1%; P &lt;.001). Patients with high recurrence scores and lymph node-positive status were just as likely to receive an anthracycline-based as a nonanthracycline-based regimen (47.5% vs. 49.2%; P =.89). Conclusion: These data indicate that medical oncologists might be anticipating the results of Adjuvant Chemotherapy Guided by a 21-Gene Expression Assay in Breast Cancer study (TAILORx) and the Clinical Outcomes in ER+HER2-node-positive Breast Cancer Patients Who Were Treated According to the Recurrence Score Results: Evidence From a Large Prospectively Designed Registry (RxPonder) trials and are avoiding the potential serious complications associated with anthracycline treatment in patients least likely to receive benefit. In this study we investigated factors associated with prescribing patterns for an anthracycline-based chemotherapy in hormone receptor-positive stage I to III breast cancer. We carried out a retrospective analysis of the Michigan Breast Oncology Quality Initiative data set of 17,788 women with stage I to III estrogen receptor/progesterone receptor-positive HER2/neu-negative invasive breast cancer. Patients with a high recurrence score and lymph node-positive status were just as likely to receive an anthracycline as a nonanthracycline-based regimen. © 2019 The Authors","Article in Press",Open Access,2-s2.0-85062366255
"Ding Y.C., Steele L., Warden C., Wilczynski S., Mortimer J., Yuan Y., Neuhausen S.L.","56482512300;7102165614;15049051900;7005115352;7102512809;57206583174;57205476591;","Molecular subtypes of triple-negative breast cancer in women of different race and ethnicity",2019,"Oncotarget",1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059565098&partnerID=40&md5=4ee4e6165d2e30918c5fcd18b196c064","Molecular subtypes of triple negative breast cancer (TNBC) are associated with variation in survival and may assist in treatment selection. However, the association of patient race or ethnicity with subtypes of TNBC and clinical outcome has not been addressed. Using nCounter Gene Expression Codesets, we classified TNBCs into subtypes: basal-like immune-activated (BLIA), basal-like immunosuppressed (BLIS), luminal androgen receptor (LAR), and mesenchymal (MES) in 48 Hispanic, 12 African-American, 21 Asian, and 34 White patients. Mean age at diagnosis was significantly associated with subtype, with the youngest mean age (50 years) in MES and the oldest mean age (64 years) in LAR (p < 0.0005). Subtype was significantly associated with tumor grade (p = 0.0012) and positive lymph nodes (p = 0.021), with a marginally significant association of tumor stage (p = 0.076). In multivariate Cox-proportional hazards modeling, BLIS was associated with worst survival and LAR with best survival. Hispanics had a significantly higher proportion of BLIS (53%, p = 0.03), whereas Asians had a lower proportion of BLIS (19%, p = 0.05) and a higher proportion of LAR (38%, p = 0.06) compared to the average proportion across all groups. These differences in proportions of subtype across racial and ethnic groups may explain differences in their outcomes. Determining subtypes of TNBC facilitates understanding of the heterogeneity of the TNBCs and provides a foundation for developing subtype-specific therapies and better predictors of TNBC prognosis for all races and ethnicities. © 2019 Impact Journals LLC. All rights reserved.","Final",,2-s2.0-85059565098
"Zeinomar N., Phillips K.-A., Daly M.B., Milne R.L., Dite G.S., MacInnis R.J., Liao Y., Kehm R.D., Knight J.A., Southey M.C., Chung W.K., Giles G.G., McLachlan S.-A., Friedlander M.L., Weideman P.C., Glendon G., Nesci S., Andrulis I.L., Buys S.S., John E.M., Hopper J.L., Terry M.B., kConFab Investigators","55220165900;57202564486;35375546500;57202965119;57193555490;6602519603;23767110000;56394335300;57026918700;57203217213;57203678524;57193910834;57198310968;55021516700;8622976900;57204098204;57195308080;55860800877;57203690779;57203217221;57204698777;57205315889;","Benign breast disease increases breast cancer risk independent of underlying familial risk profile: Findings from a Prospective Family Study Cohort",2019,"International Journal of Cancer",,"10.1002/ijc.32112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061796378&doi=10.1002%2fijc.32112&partnerID=40&md5=4e7fdbb34f0b525cb47f7087d6391ffb","Benign breast disease (BBD) is an established breast cancer (BC) risk factor, but it is unclear whether the magnitude of the association applies to women at familial or genetic risk. This information is needed to improve BC risk assessment in clinical settings. Using the Prospective Family Study Cohort, we used Cox proportional hazards models to estimate hazard ratios (HRs) and 95% confidence intervals (CIs) for the association of BBD with BC risk. We also examined whether the association with BBD differed by underlying familial risk profile (FRP), calculated using absolute risk estimates from the Breast Ovarian Analysis of Disease Incidence and Carrier Estimation Algorithm (BOADICEA) model. During 176,756 person-years of follow-up (median: 10.9 years, maximum: 23.7) of 17,154 women unaffected with BC at baseline, we observed 968 incident cases of BC. A total of 4,704 (27%) women reported a history of BBD diagnosis at baseline. A history of BBD was associated with a greater risk of BC: HR = 1.31 (95% CI: 1.14–1.50), and did not differ by underlying FRP, with HRs of 1.35 (95% CI: 1.11–1.65), 1.26 (95% CI: 1.00–1.60), and 1.40 (95% CI: 1.01–1.93), for categories of full-lifetime BOADICEA score &lt;20%, 20 to &lt;35%, ≥35%, respectively. There was no difference in the association for women with BRCA1 mutations (HR: 1.64; 95% CI: 1.04–2.58), women with BRCA2 mutations (HR: 1.34; 95% CI: 0.78–2.3) or for women without a known BRCA1 or BRCA2 mutation (HR: 1.31; 95% CI: 1.13–1.53) (p interaction = 0.95). Women with a history of BBD have an increased risk of BC that is independent of, and multiplies, their underlying familial and genetic risk. © 2019 UICC","Article in Press",,2-s2.0-85061796378
"Lee J., Lim B., Pearson T., Choi K., Fuson J.A., Bartholomeusz C., Paradiso L.J., Myers T., Tripathy D., Ueno N.T.","57203144262;55818894000;57207695010;57207689066;57207686790;6602905409;57204409031;57203994989;55657995000;57205030489;","Anti-tumor and anti-metastasis efficacy of E6201, a MEK1 inhibitor, in preclinical models of triple-negative breast cancer",2019,"Breast Cancer Research and Treatment",,"10.1007/s10549-019-05166-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062726223&doi=10.1007%2fs10549-019-05166-3&partnerID=40&md5=7c38e1e85c8204aa0c9fbd26d2ac093a","Purpose: Triple-negative breast cancer (TNBC) lacks the receptor targets estrogen receptor, progesterone receptor, and human epidermal growth factor receptor 2, and thus, it does not respond to receptor-targeted treatments. TNBC has higher recurrence, metastasis, and mortality rates than other subtypes of breast cancer. Mounting data suggest that the MAPK (also known as RAS-RAF-MEK-ERK) pathway is an important therapeutic target in TNBC. Methods: To evaluate anti-tumor and anti-metastasis efficacy of E6201, we used cell proliferation assay, soft agar assay, cell cycle assay, Annexin V staining assay, immunoblotting analysis, immunohistochemistry, migration assay, invasion assay, mammary fat pad xenograft, and experimental and spontaneous metastasis xenograft models. We also evaluated the anti-tumor efficacy of E6201 plus CDK4/6 inhibitor, mTOR inhibitor, or ATR inhibitor. Results: E6201 inhibited TNBC cell colony formation, migration, and invasion in a dose-dependent manner. E6201 induced G1 cell cycle arrest and apoptosis. E6201 inhibited TNBC xenograft growth and inhibited TNBC lung metastasis and improved mouse survival in experimental metastasis and spontaneous metastasis assays. Immunohistochemical staining demonstrated that E6201 decreased the metastatic burden in the lung and decreased phosphorylated ERK expression in a dose-dependent manner. Combination of E6201 with CDK4/6 inhibitor or mTOR inhibitor enhanced E6201’s in vitro anti-tumor efficacy. Conclusion: These results indicate that E6201 exhibits anti-tumor efficacy against TNBC in vitro and anti-metastasis efficacy against TNBC in vivo. These results provide a rationale for further clinical development of E6201 as a MAPK-pathway-targeted therapy for TNBC. © 2019, Springer Science+Business Media, LLC, part of Springer Nature.","Article in Press",,2-s2.0-85062726223
"Al-Samkari H., Snyder G.D., Nikiforow S., Tolaney S.M., Freedman R.A., Losman J.-A.","36676984800;57204123239;6507855929;16240388600;8344722500;7003505371;","Haemophagocytic lymphohistiocytosis complicating pembrolizumab treatment for metastatic breast cancer in a patient with the PRF1A91V gene polymorphism",2019,"Journal of Medical Genetics",,"10.1136/jmedgenet-2018-105485","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054555617&doi=10.1136%2fjmedgenet-2018-105485&partnerID=40&md5=c10a1ed5d51881134004718cb5f1cc3b","Background Immune checkpoint inhibitor therapy is a modern breakthrough in medical oncology, but it can precipitate inflammatory and autoimmune adverse effects. Among the most serious of these toxicities is haemophagocytic lymphohistiocytosis (HLH), a life-threatening disorder of unbridled immune activation that results in injury to multiple organ systems. Objective Description of a case of pembrolizumab-associated HLH in a patient with a proposed underlying genetic risk factor for its occurrence. Methods and results We describe a patient with aggressive metastatic breast cancer who developed HLH while undergoing experimental treatment with pembrolizumab, resulting in critical illness and multiorgan system failure. Pembrolizumab discontinuation and high-dose corticosteroids were effective in managing HLH. Subsequent next-generation sequencing of 15 genes associated with HLH revealed a germline polymorphism in perforin-1 (PRF1), PRFA91V, that may have predisposed the patient to develop HLH. The patient has had no evidence of malignancy for 2 years following recovery despite receiving no further cancer-directed treatment. Conclusions HLH is a rare but serious complication of immune checkpoint blockade. Patients with underlying hypomorphic alleles in PRF1 may be predisposed to develop this toxicity. Further studies are necessary to confirm a possible link between perforin gene mutations and immune checkpoint blockade-associated HLH. © Author(s) (or their employer(s)) 2019.","Final",,2-s2.0-85054555617
"Han Z., Li L., Kang D., Zhan Z., Tu H., Wang C., Chen J.","56072252200;23992880400;55598943700;16240326100;55637531200;57193217706;37004463600;","Label-free detection of residual breast cancer after neoadjuvant chemotherapy using biomedical multiphoton microscopy",2019,"Lasers in Medical Science",,"10.1007/s10103-019-02754-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062596414&doi=10.1007%2fs10103-019-02754-z&partnerID=40&md5=f5ffdc4de6fe6167befb70e3d165d275","Neoadjuvant chemotherapy has become a standard treatment for breast cancer as it has been shown to increase the rate of breast preservation and to improve outcome in patients. However, how to accurately detect residual tumors is still a challenge. In this work, we tried to use multiphoton imaging to look for residual breast tumors after preoperative therapy. Imaging results demonstrate that multiphoton microscopy can identify remaining tumor tissues and can even detect rarely residual tumor cells, which would be helpful for surgeons to accurately assess the surgical margin in real time to confirm negative margins during operation. We also performed a quantification analysis of the nuclear area of tumor cells before and after treatment with neoadjuvant chemotherapy. The measurement data show that the tumor cell nuclei after chemotherapy are significantly larger than those without treatment, and there is a statistically significant difference in the nuclear areas between the pre-treatment and post-treatment mammary carcinoma. Our pilot study indicates the potential utility of multiphoton imaging for detecting residual breast carcinoma tissues in fresh, ex vivo specimens without the use of exogenous contrast agents. We foresee real-time intraoperative applications of multiphoton microscopy in evaluating therapy response, and thereby helping clinicians develop individualized treatment plans. © 2019, Springer-Verlag London Ltd., part of Springer Nature.","Article in Press",,2-s2.0-85062596414
"White A.J., O'Brien K.M., Niehoff N.M., Carroll R., Sandler D.P.","55811562800;36682785900;57078949000;7201448932;57204338750;","Metallic Air Pollutants and Breast Cancer Risk in a Nationwide Cohort Study",2019,"Epidemiology (Cambridge, Mass.)",1,"10.1097/EDE.0000000000000917","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057551950&doi=10.1097%2fEDE.0000000000000917&partnerID=40&md5=8053f43903d44ca06d1619bc86321f05","BACKGROUND: Toxic metals show evidence of carcinogenic and estrogenic properties. However, little is known about the relationship between airborne metals and breast cancer. We evaluated the risk of breast cancer in relation to exposure to toxic metallic substances in air, individually and combined, in a US-wide cohort. METHODS: Sister Study participants (n = 50,884), breast cancer-free women who had a sister with breast cancer were recruited, from 2003 to 2009. The 2005 Environmental Protection Agency National Air Toxic Assessment's census-tract estimates of metal concentrations in air (antimony, arsenic, cadmium, chromium, cobalt, lead, manganese, mercury, nickel, and selenium) were matched to participants' enrollment residence. We used Cox regression to estimate the association between quintiles of individual metals and breast cancer incidence and weighted quantile sum regression to model the association between the metal mixture and breast cancer. RESULTS: A total of 2,587 breast cancer cases were diagnosed during follow-up (mean = 7.4 years). In individual chemical analyses comparing the highest to lowest quintiles, postmenopausal breast cancer risk was elevated for mercury (hazard ratio [HR] = 1.3, 95% confidence interval [CI], 1.1, 1.5), cadmium (HR = 1.1, 95% CI, 0.96, 1.3), and lead (HR = 1.1, 95% CI, 0.98, 1.3). The weighted quantile sum index was associated with postmenopausal breast cancer (odds ratio [OR] = 1.1, 95% CI, 1.0, 1.1). Consistent with the individual chemical analysis, the most highly weighted chemicals for predicting postmenopausal breast cancer risk were lead, cadmium, and mercury. Results were attenuated for overall breast cancer. CONCLUSIONS: Higher levels of some airborne metals, specifically mercury, cadmium, and lead, were associated with a higher risk of postmenopausal breast cancer.","Final",,2-s2.0-85057551950
"Pommier S.J., Morgan R.E., Limbach K.E., Jackson C.M., Naik A.M., Peckham J.L., Muller P.J., Condron M.E., Jameson N.E., Pommier R.F.","13807460000;57197823731;57205332700;57206202785;7102773275;56216003200;55433278800;56801617800;57204572250;7003890813;","Surgical resection of breast cancers: Molecular analysis of cancer stem cells in residual disease",2019,"Surgery (United States)",,"10.1016/j.surg.2019.01.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061575046&doi=10.1016%2fj.surg.2019.01.001&partnerID=40&md5=120e0b128a0ac6caeeea2447d1d6fc55","Background: Approximately 70% of breast cancer patients have residual disease after neoadjuvant chemotherapy. This study was designed to determine whether breast cancer cells with stemlike properties are present in residual disease after neoadjuvant chemotherapy and whether they exhibit oncogenic mutations. The presence of breast cancer cells with stemlike properties with specific mutations may help explain the poor prognosis associated with residual disease. Methods: A total of 68 breast cancer specimens were collected at the time of mastectomy or lumpectomy. A total of 44 were chemotherapy naïve and 24 were collected as residual disease after neoadjuvant chemotherapy. Tumor cells were collected by fluorescence-activated cell sorting, with breast cancer cells with stemlike properties specifically identified using breast stem cell associated antibodies. Whole tumor specimens and fluorescence-activated cell sorting breast cancer cells with stemlike properties were analyzed for genetic mutations, including PIK3CA. Results: Breast cancer cells with stemlike properties, demonstrating EpCAM-positive, CD44-positive, CD49f ± , CD24 ± expression were present in chemotherapy-naïve tumors and residual disease. In both chemotherapy-naïve and residual disease specimens the highest frequency of PIK3CA mutations were detected in CD49f-CD24+ BCSCs (39% and 33%, respectively). PIK3CA mutations were detected in all stages of breast cancer (35%), in both chemotherapy naïve (39%) and residual disease (29%) and in both estrogen receptor positive (41%) and negative tumors (14%) (P = ns). Various PIK3CA mutations were identified in chemotherapy-naïve specimens versus residual disease specimens in both patient-paired and unpaired breast cancers. Conclusion: Breast cancer cells with stemlike properties with mutations in PIK3CA were present in chemotherapy-naïve breast cancers and residual disease after neoadjuvant chemotherapy. These results demonstrate that neoadjuvant chemotherapy does not completely eradicate PIK3CA-defective breast cancer cells with stemlike properties. Although these findings may help explain the poor clinical outcomes in patients with residual disease, they also identify breast cancer cells with stemlike-property targets for therapies. © 2019 Elsevier Inc.","Article in Press",,2-s2.0-85061575046
"Karuturi M.S., Holmes H.M., Lei X., Johnson M., Barcenas C.H., Cantor S.B., Gallick G.E., Bast R.C., Giordano S.H.","55258122500;12799073600;9336235800;56403706300;8643481300;7006009273;7005187979;35402464100;23990515600;","Potentially inappropriate medications defined by STOPP criteria in older patients with breast and colorectal cancer",2019,"Journal of Geriatric Oncology",,"10.1016/j.jgo.2019.01.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061671760&doi=10.1016%2fj.jgo.2019.01.024&partnerID=40&md5=982d64ed284f427ac1da19288d0f2f31","Purpose: Screening for potentially inappropriate medications (PIM) is recommended in older patients with cancer receiving chemotherapy, given the concern for adverse drug reactions, drug-drug interactions and non-adherence. Our objective was to determine the impact of PIM on outcomes in patients with breast and colorectal cancers receiving chemotherapy. Methods: We used data from the SEER-Medicare database, including patients >/= 66 years old with a diagnosis of Stage II/III breast and colorectal cancer made between 7/1/2007–12/31/2009. We used modified STOPP criteria to define baseline PIM as a dichotomous variable in the 4 months prior to diagnosis. STOPP criteria was used based on its performance as a robust measure of PIM. Outcomes measures included ER visits, hospitalizations, and death within 3 months from the last chemotherapy, and a composite of the three. We used Chi-square or Fisher's exact test to determine associations of PIM with covariates and outcomes, and Cox proportional hazards (PH) model for the time-to-event analysis. Results: Final analysis included 1,595 patients with breast cancer and 1,528 patients with colorectal cancer. Frequency of baseline PIM by STOPP was 31.5% in the breast and 30.9% in the colorectal cohort. In the breast cohort, associations with the composite outcome in the Cox PH model included disease stage, comorbidity, medication number and baseline ER visits/hospitalization. Age, gender, race, comorbidity and baseline ER visits/hospitalization were associated in the colorectal cohort. PIM was not associated with outcomes in either cohort, aside from hospitalization in the breast. Conclusions: We found no consistent association between pre-chemotherapy PIM defined by STOPP and outcomes. © 2019","Article in Press",,2-s2.0-85061671760
"Niehoff N.M., Nichols H.B., Zhao S., White A.J., Sandler D.P.","57078949000;8395637700;55975155800;55811562800;35466461300;","Adult physical activity and breast cancer risk in women with a family history of breast cancer",2019,"Cancer Epidemiology Biomarkers and Prevention",,"10.1158/1055-9965.EPI-18-0674","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059926692&doi=10.1158%2f1055-9965.EPI-18-0674&partnerID=40&md5=6b508a213db0b7d7c1977d2bc4faf77c","Background: Recreational physical activity has been consistently associated with reduced breast cancer risk. Less is known about how family history of breast cancer affects the association and whether it varies by menopausal status. Methods: The Sister Study is a cohort of 50,884 women who had a sister with breast cancer but no prior breast cancer themselves at enrollment. Women reported all recreational sport/exercise activities they participated in over the past 12 months. Hours/week and MET-hours/week of physical activity were considered in association with breast cancer risk. Hazard ratios (HR) and 95% confidence intervals (CI) were calculated with Cox regression. Extent of family history, examined as a modifier, was characterized by a Bayesian score incorporating characteristics of the family structure. Results: During follow-up (average 8.4 years), 3,023 cases were diagnosed. Higher hours/week (HR≥7vs&lt;1 = 0.77; 95% CI, 0.66–0.90) and MET-hours/week (HRquartile4vs1 = 0.75; 95% CI, 0.67–0.85) of physical activity were associated with reduced postmenopausal breast cancer risk. Hours/week and MET-hours/week were associated with suggestively increased premenopausal breast cancer risk (MET-hours/week HRquartile4vs1 = 1.25; 95% CI, 0.98–1.60). Associations did not vary with extent of family history. However, the increased risk in premenopausal women may be limited to those with stronger family history. Conclusions: In women with a family history of breast cancer, physical activity was associated with reduced postmenopausal, but not premenopausal, breast cancer risk and was not modified by extent of family history. Impact: This was the first study to examine the association between physical activity and breast cancer risk in a large population with a family history of breast cancer. © 2019 American Association for Cancer Research.","Final",,2-s2.0-85059926692
"Hussain Y., Drill E., Dang C.T., Liu J.E., Steingart R.M., Yu A.F.","57194577884;53163470800;7102119432;14045394200;7007048284;56398910600;","Cardiac outcomes of trastuzumab therapy in patients with HER2-positive breast cancer and reduced left ventricular ejection fraction",2019,"Breast Cancer Research and Treatment",,"10.1007/s10549-019-05139-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061176491&doi=10.1007%2fs10549-019-05139-6&partnerID=40&md5=e35c3f61a399b38e0381d94c27784e63","Purpose: Asymptomatic decline in left ventricular ejection fraction (LVEF) or heart failure (HF) occurs in up to 25% of patients treated with trastuzumab and can result in incomplete breast cancer therapy. The cardiac safety of continuing trastuzumab in patients with asymptomatic LVEF decline is unknown. We report the cardiac outcomes of patients treated with trastuzumab after a significant asymptomatic LVEF decline. Methods: Patients with HER2-positive breast cancer and asymptomatic LVEF decline to < 50% during trastuzumab were identified from an institutional echocardiogram database. Patients who received trastuzumab with a LVEF < 50% were classified as the continued group, whereas patients who had trastuzumab held until LVEF improved to ≥ 50% or who had trastuzumab permanently discontinued were classified as the interrupted group. Cardiac events were defined as HF (New York Heart Association class III–IV) or cardiovascular death. Results: Sixty patients were included; the median age was 54 years. In 23 patients who continued trastuzumab, 14 (61%) tolerated trastuzumab without a cardiac event, 6 (26%) developed worsening LVEF (range 25–42%) leading to trastuzumab discontinuation, and three (13%) developed a cardiac event (1 HF, 2 possible/probable cardiovascular deaths). In 37 patients with interrupted trastuzumab, 15 (41%) were re-challenged with trastuzumab after LVEF improved to > 50%, 21 (57%) were not re-challenged, and one (3%) developed HF. More patients in the continued trastuzumab group had metastatic disease (39% vs. 5%, p = 0.002). The final LVEF after median follow-up of 633 days was similar between patients with trastuzumab continuation versus interruption (54% vs. 56%, p = 0.29). Conclusion: Continuation of trastuzumab after an asymptomatic LVEF decline to < 50% in patients who are expected to benefit from additional anti-HER2 therapy is a promising approach that warrants further investigation. © 2019, Springer Science+Business Media, LLC, part of Springer Nature.","Article in Press",,2-s2.0-85061176491
